时间,成交价,价格变动,成交量,成交额,买卖盘性质,股票代码,采集时间
09:25:03,6.86,0.0,737158,505690553,卖盘,603300,2025-10-17 22:46:36
09:30:03,6.87,0.01,16013,11013720,买盘,603300,2025-10-17 22:46:36
09:30:06,6.9,0.03,18128,12492723,买盘,603300,2025-10-17 22:46:36
09:30:09,6.9,0.0,18692,12898021,卖盘,603300,2025-10-17 22:46:36
09:30:12,6.93,0.03,12023,8307004,中性盘,603300,2025-10-17 22:46:36
09:30:15,6.88,-0.05,17112,11822664,卖盘,603300,2025-10-17 22:46:36
09:30:18,6.91,0.03,15220,10518496,卖盘,603300,2025-10-17 22:46:36
09:30:21,6.95,0.04,21201,14695832,买盘,603300,2025-10-17 22:46:36
09:30:24,6.95,0.0,16609,11536784,卖盘,603300,2025-10-17 22:46:36
09:30:27,6.95,0.0,8588,5974325,卖盘,603300,2025-10-17 22:46:36
09:30:30,7.0,0.05,11708,8155133,买盘,603300,2025-10-17 22:46:36
09:30:33,6.97,-0.03,8334,5813647,卖盘,603300,2025-10-17 22:46:36
09:30:36,7.06,0.09,9410,6566606,买盘,603300,2025-10-17 22:46:36
09:30:39,7.0,-0.06,4540,3186615,卖盘,603300,2025-10-17 22:46:36
09:30:42,7.1,0.1,4683,3310019,买盘,603300,2025-10-17 22:46:36
09:30:45,7.13,0.03,7446,5273287,买盘,603300,2025-10-17 22:46:36
09:30:48,7.15,0.02,4394,3117887,买盘,603300,2025-10-17 22:46:36
09:30:51,7.17,0.02,10346,7398912,买盘,603300,2025-10-17 22:46:36
09:30:54,7.2,0.03,5343,3828192,买盘,603300,2025-10-17 22:46:36
09:30:57,7.2,0.0,3352,2409766,卖盘,603300,2025-10-17 22:46:36
09:31:00,7.22,0.02,4553,3283139,买盘,603300,2025-10-17 22:46:36
09:31:03,7.22,0.0,10890,7856368,买盘,603300,2025-10-17 22:46:36
09:31:06,7.21,-0.01,9287,6704460,卖盘,603300,2025-10-17 22:46:36
09:31:09,7.2,-0.01,9706,7004997,卖盘,603300,2025-10-17 22:46:36
09:31:12,7.17,-0.03,10774,7725927,卖盘,603300,2025-10-17 22:46:36
09:31:15,7.13,-0.04,6235,4448099,卖盘,603300,2025-10-17 22:46:36
09:31:18,7.12,-0.01,4189,2980492,卖盘,603300,2025-10-17 22:46:36
09:31:21,7.08,-0.04,3561,2523728,卖盘,603300,2025-10-17 22:46:36
09:31:24,7.06,-0.02,3033,2143516,卖盘,603300,2025-10-17 22:46:36
09:31:27,7.05,-0.01,3536,2495824,卖盘,603300,2025-10-17 22:46:36
09:31:30,7.0,-0.05,5025,3535820,卖盘,603300,2025-10-17 22:46:36
09:31:33,7.04,0.04,9734,6822343,买盘,603300,2025-10-17 22:46:36
09:31:36,7.0,-0.04,5600,3923837,卖盘,603300,2025-10-17 22:46:36
09:31:39,7.01,0.01,6111,4278266,买盘,603300,2025-10-17 22:46:36
09:31:42,7.01,0.0,10539,7382451,买盘,603300,2025-10-17 22:46:36
09:31:45,7.01,0.0,6070,4259370,卖盘,603300,2025-10-17 22:46:36
09:31:48,7.04,0.03,8112,5701333,买盘,603300,2025-10-17 22:46:36
09:31:51,7.03,-0.01,14219,10006397,卖盘,603300,2025-10-17 22:46:36
09:31:54,7.06,0.03,6245,4400726,买盘,603300,2025-10-17 22:46:36
09:31:57,7.06,0.0,2280,1608983,卖盘,603300,2025-10-17 22:46:36
09:32:00,7.08,0.02,3621,2557939,买盘,603300,2025-10-17 22:46:36
09:32:03,7.06,-0.02,4108,2903454,卖盘,603300,2025-10-17 22:46:36
09:32:06,7.08,0.02,9039,6392019,买盘,603300,2025-10-17 22:46:36
09:32:09,7.08,0.0,5573,3945050,买盘,603300,2025-10-17 22:46:36
09:32:12,7.08,0.0,2609,1848674,卖盘,603300,2025-10-17 22:46:36
09:32:15,7.08,0.0,3032,2148260,卖盘,603300,2025-10-17 22:46:36
09:32:18,7.08,0.0,6704,4749093,卖盘,603300,2025-10-17 22:46:36
09:32:21,7.06,-0.02,6528,4614024,卖盘,603300,2025-10-17 22:46:36
09:32:24,7.06,0.0,5361,3784753,买盘,603300,2025-10-17 22:46:36
09:32:27,7.06,0.0,2627,1854047,买盘,603300,2025-10-17 22:46:36
09:32:30,7.06,0.0,2804,1978977,卖盘,603300,2025-10-17 22:46:36
09:32:33,7.07,0.01,3350,2365883,买盘,603300,2025-10-17 22:46:36
09:32:36,7.06,-0.01,4696,3315500,卖盘,603300,2025-10-17 22:46:36
09:32:39,7.06,0.0,3897,2750784,买盘,603300,2025-10-17 22:46:36
09:32:42,7.05,-0.01,5414,3815980,卖盘,603300,2025-10-17 22:46:36
09:32:45,7.05,0.0,2500,1763471,卖盘,603300,2025-10-17 22:46:36
09:32:48,7.05,0.0,1934,1361879,买盘,603300,2025-10-17 22:46:36
09:32:51,7.05,0.0,2509,1768003,买盘,603300,2025-10-17 22:46:36
09:32:54,7.05,0.0,2795,1969342,买盘,603300,2025-10-17 22:46:36
09:32:57,7.05,0.0,1925,1356232,买盘,603300,2025-10-17 22:46:36
09:33:00,7.05,0.0,3655,2574746,买盘,603300,2025-10-17 22:46:36
09:33:03,7.05,0.0,2905,2048231,买盘,603300,2025-10-17 22:46:36
09:33:06,7.05,0.0,2025,1428089,卖盘,603300,2025-10-17 22:46:36
09:33:09,7.06,0.01,1549,1092707,买盘,603300,2025-10-17 22:46:36
09:33:12,7.05,-0.01,3632,2561129,卖盘,603300,2025-10-17 22:46:36
09:33:15,7.05,0.0,2252,1587496,买盘,603300,2025-10-17 22:46:36
09:33:18,7.05,0.0,3017,2126214,买盘,603300,2025-10-17 22:46:36
09:33:21,7.05,0.0,2622,1847617,卖盘,603300,2025-10-17 22:46:36
09:33:24,7.05,0.0,4267,3007652,卖盘,603300,2025-10-17 22:46:36
09:33:27,7.05,0.0,1591,1121670,卖盘,603300,2025-10-17 22:46:36
09:33:30,7.05,0.0,3777,2660918,买盘,603300,2025-10-17 22:46:36
09:33:33,7.05,0.0,3134,2208094,买盘,603300,2025-10-17 22:46:36
09:33:36,7.04,-0.01,5255,3702968,卖盘,603300,2025-10-17 22:46:36
09:33:39,7.04,0.0,6038,4247935,买盘,603300,2025-10-17 22:46:36
09:33:42,7.04,0.0,3182,2239682,买盘,603300,2025-10-17 22:46:36
09:33:45,7.04,0.0,1927,1355970,买盘,603300,2025-10-17 22:46:36
09:33:48,7.04,0.0,3360,2364259,买盘,603300,2025-10-17 22:46:36
09:33:51,7.04,0.0,2154,1516064,买盘,603300,2025-10-17 22:46:36
09:33:54,7.04,0.0,3115,2192589,卖盘,603300,2025-10-17 22:46:36
09:33:57,7.04,0.0,1761,1239419,卖盘,603300,2025-10-17 22:46:36
09:34:00,7.04,0.0,1994,1404020,卖盘,603300,2025-10-17 22:46:36
09:34:03,7.05,0.01,2097,1476073,买盘,603300,2025-10-17 22:46:36
09:34:06,7.05,0.0,1778,1252579,买盘,603300,2025-10-17 22:46:36
09:34:09,7.04,-0.01,2408,1695580,卖盘,603300,2025-10-17 22:46:36
09:34:12,7.04,0.0,1335,940472,卖盘,603300,2025-10-17 22:46:36
