时间,成交价,价格变动,成交量,成交额,买卖盘性质,股票代码,采集时间
09:25:02,6.36,0.0,71528,45491617,卖盘,600748,2025-10-17 22:52:29
09:30:02,6.36,0.0,750,477000,卖盘,600748,2025-10-17 22:52:29
09:30:05,6.36,0.0,13546,8615002,卖盘,600748,2025-10-17 22:52:29
09:30:08,6.35,-0.01,17507,11128317,卖盘,600748,2025-10-17 22:52:29
09:30:11,6.35,0.0,7292,4628648,买盘,600748,2025-10-17 22:52:29
09:30:14,6.35,0.0,3816,2422561,买盘,600748,2025-10-17 22:52:29
09:30:17,6.29,-0.06,8131,5147907,卖盘,600748,2025-10-17 22:52:29
09:30:20,6.28,-0.01,5159,3244453,卖盘,600748,2025-10-17 22:52:29
09:30:23,6.18,-0.1,4174,2598100,卖盘,600748,2025-10-17 22:52:29
09:30:26,6.25,0.07,4801,3014412,买盘,600748,2025-10-17 22:52:29
09:30:29,6.2,-0.05,602,374009,中性盘,600748,2025-10-17 22:52:29
09:30:32,6.15,-0.05,2292,1414718,卖盘,600748,2025-10-17 22:52:29
09:30:35,6.2,0.05,3566,2207945,买盘,600748,2025-10-17 22:52:29
09:30:38,6.18,-0.02,3941,2429376,买盘,600748,2025-10-17 22:52:29
09:30:41,6.16,-0.02,5515,3395504,卖盘,600748,2025-10-17 22:52:29
09:30:44,6.19,0.03,7345,4526290,买盘,600748,2025-10-17 22:52:29
09:30:47,6.18,-0.01,4357,2692382,卖盘,600748,2025-10-17 22:52:29
09:30:50,6.26,0.08,6081,3775298,买盘,600748,2025-10-17 22:52:29
09:30:53,6.32,0.06,3355,2107131,买盘,600748,2025-10-17 22:52:29
09:30:56,6.33,0.01,5587,3526452,买盘,600748,2025-10-17 22:52:29
09:30:59,6.35,0.02,4099,2599279,买盘,600748,2025-10-17 22:52:29
09:31:02,6.36,0.01,8105,5151423,买盘,600748,2025-10-17 22:52:29
09:31:05,6.36,0.0,18896,12014608,买盘,600748,2025-10-17 22:52:29
09:31:08,6.36,0.0,12315,7829792,买盘,600748,2025-10-17 22:52:29
09:31:11,6.36,0.0,1372,872338,卖盘,600748,2025-10-17 22:52:29
09:31:14,6.36,0.0,609,387324,卖盘,600748,2025-10-17 22:52:29
09:31:17,6.36,0.0,484,307824,卖盘,600748,2025-10-17 22:52:29
