时间,成交价,价格变动,成交量,成交额,买卖盘性质,股票代码,采集时间
09:25:02,19.35,0.0,39541,76511835,卖盘,603938,2025-10-17 22:49:51
09:30:01,19.22,-0.13,2604,5022839,卖盘,603938,2025-10-17 22:49:51
09:30:05,19.3,0.08,3676,7091569,中性盘,603938,2025-10-17 22:49:51
09:30:08,19.17,-0.13,3683,7061702,卖盘,603938,2025-10-17 22:49:51
09:30:11,19.33,0.16,3475,6692200,买盘,603938,2025-10-17 22:49:51
09:30:14,19.1,-0.23,3182,6122544,卖盘,603938,2025-10-17 22:49:51
09:30:17,19.22,0.12,2279,4372902,买盘,603938,2025-10-17 22:49:51
09:30:20,19.3,0.08,2695,5181564,买盘,603938,2025-10-17 22:49:51
09:30:23,19.2,-0.1,4353,8363671,中性盘,603938,2025-10-17 22:49:51
09:30:26,18.99,-0.21,3287,6295110,卖盘,603938,2025-10-17 22:49:51
09:30:28,19.19,0.2,4492,8655230,买盘,603938,2025-10-17 22:49:51
09:30:32,19.04,-0.15,3457,6637718,卖盘,603938,2025-10-17 22:49:51
09:30:34,18.94,-0.1,2125,4070138,卖盘,603938,2025-10-17 22:49:51
09:30:37,19.04,0.1,1686,3200279,买盘,603938,2025-10-17 22:49:51
09:30:41,18.92,-0.12,1312,2490931,卖盘,603938,2025-10-17 22:49:51
09:30:43,18.92,0.0,2112,3995829,买盘,603938,2025-10-17 22:49:51
09:30:47,18.91,-0.01,1071,2024533,卖盘,603938,2025-10-17 22:49:51
09:30:49,18.9,-0.01,828,1563174,中性盘,603938,2025-10-17 22:49:51
09:30:53,18.84,-0.06,1380,2605846,卖盘,603938,2025-10-17 22:49:51
09:30:55,18.83,-0.01,1277,2402762,卖盘,603938,2025-10-17 22:49:51
09:30:59,18.7,-0.13,700,1312186,卖盘,603938,2025-10-17 22:49:51
09:31:01,18.79,0.09,675,1264035,买盘,603938,2025-10-17 22:49:51
09:31:05,18.79,0.0,5700,10693968,买盘,603938,2025-10-17 22:49:51
09:31:08,18.63,-0.16,1855,3473132,卖盘,603938,2025-10-17 22:49:51
09:31:11,18.77,0.14,1205,2253173,买盘,603938,2025-10-17 22:49:51
09:31:14,18.63,-0.14,950,1776008,卖盘,603938,2025-10-17 22:49:51
09:31:17,18.71,0.08,1658,3100795,买盘,603938,2025-10-17 22:49:51
09:31:19,18.77,0.06,1519,2845321,买盘,603938,2025-10-17 22:49:51
09:31:23,18.79,0.02,2338,4384843,买盘,603938,2025-10-17 22:49:51
09:31:26,18.81,0.02,3796,7130631,买盘,603938,2025-10-17 22:49:51
