时间,成交价,价格变动,成交量,成交额,买卖盘性质,股票代码,采集时间
09:25:01,24.77,0.76,40268,99743960,买盘,601026,2025-10-17 22:47:14
09:30:01,24.8,0.03,2997,7447851,买盘,601026,2025-10-17 22:47:14
09:30:04,24.81,0.01,8143,20306967,中性盘,601026,2025-10-17 22:47:14
09:30:07,24.8,-0.01,7343,18324970,中性盘,601026,2025-10-17 22:47:14
09:30:10,24.77,-0.03,7170,17796751,卖盘,601026,2025-10-17 22:47:14
09:30:13,24.77,0.0,5691,14084562,买盘,601026,2025-10-17 22:47:14
09:30:16,24.66,-0.11,5336,13199593,中性盘,601026,2025-10-17 22:47:14
09:30:19,24.5,-0.16,5473,13484813,卖盘,601026,2025-10-17 22:47:14
09:30:22,24.7,0.2,3735,9190065,买盘,601026,2025-10-17 22:47:14
09:30:25,24.7,0.0,4453,10918776,买盘,601026,2025-10-17 22:47:14
09:30:28,24.38,-0.32,5822,14324099,卖盘,601026,2025-10-17 22:47:14
09:30:31,24.71,0.33,3408,8376871,买盘,601026,2025-10-17 22:47:14
09:30:34,24.21,-0.5,3172,7756653,卖盘,601026,2025-10-17 22:47:14
09:30:37,24.38,0.17,1660,4031975,买盘,601026,2025-10-17 22:47:14
09:30:40,24.5,0.12,1802,4389916,买盘,601026,2025-10-17 22:47:14
09:30:43,24.53,0.03,2279,5586261,买盘,601026,2025-10-17 22:47:14
09:30:46,24.66,0.13,2578,6347776,买盘,601026,2025-10-17 22:47:14
09:30:49,24.7,0.04,4488,11081279,买盘,601026,2025-10-17 22:47:14
09:30:52,24.77,0.07,5735,14195767,买盘,601026,2025-10-17 22:47:14
09:30:55,24.78,0.01,4127,10221554,买盘,601026,2025-10-17 22:47:14
09:30:58,24.85,0.07,5420,13434185,买盘,601026,2025-10-17 22:47:14
09:31:01,24.88,0.03,2395,5963646,买盘,601026,2025-10-17 22:47:14
09:31:04,24.99,0.11,1980,4944761,买盘,601026,2025-10-17 22:47:14
09:31:07,25.03,0.04,2935,7340868,买盘,601026,2025-10-17 22:47:14
09:31:10,25.15,0.12,1858,4661274,买盘,601026,2025-10-17 22:47:14
