时间,成交价,价格变动,成交量,成交额,买卖盘性质,股票代码,采集时间
09:25:00,11.59,0.39,81327,94257993,买盘,002208,2025-10-17 22:46:06
09:30:00,11.36,-0.23,28386,32847557,卖盘,002208,2025-10-17 22:46:06
09:30:03,11.47,0.11,21012,24105511,买盘,002208,2025-10-17 22:46:06
09:30:06,11.52,0.05,9104,10492882,买盘,002208,2025-10-17 22:46:06
09:30:09,11.56,0.04,4561,5261589,买盘,002208,2025-10-17 22:46:06
09:30:12,11.52,-0.04,5786,6676725,卖盘,002208,2025-10-17 22:46:06
09:30:15,11.41,-0.11,6058,6970819,卖盘,002208,2025-10-17 22:46:06
09:30:18,11.4,-0.01,6862,7871681,卖盘,002208,2025-10-17 22:46:06
09:30:21,11.42,0.02,6755,7714534,买盘,002208,2025-10-17 22:46:06
09:30:24,11.48,0.06,3430,3929060,中性盘,002208,2025-10-17 22:46:06
09:30:27,11.58,0.1,4148,4785152,买盘,002208,2025-10-17 22:46:06
09:30:30,11.6,0.02,7166,8304065,买盘,002208,2025-10-17 22:46:06
09:30:33,11.78,0.18,1672,1962158,买盘,002208,2025-10-17 22:46:06
09:30:36,11.81,0.03,7366,8692967,买盘,002208,2025-10-17 22:46:06
09:30:39,11.95,0.14,8686,10277378,买盘,002208,2025-10-17 22:46:06
09:30:42,11.76,-0.19,8470,10028677,卖盘,002208,2025-10-17 22:46:06
09:30:45,11.62,-0.14,3459,4043273,卖盘,002208,2025-10-17 22:46:06
09:30:48,11.61,-0.01,5982,6944081,卖盘,002208,2025-10-17 22:46:06
09:30:51,11.6,-0.01,5048,5837734,中性盘,002208,2025-10-17 22:46:06
09:30:54,11.41,-0.19,5101,5861071,卖盘,002208,2025-10-17 22:46:06
09:30:57,11.45,0.04,2948,3401994,卖盘,002208,2025-10-17 22:46:06
09:31:00,11.6,0.15,3729,4292036,买盘,002208,2025-10-17 22:46:06
09:31:03,11.61,0.01,2661,3081841,买盘,002208,2025-10-17 22:46:06
09:31:06,11.63,0.02,2386,2774826,买盘,002208,2025-10-17 22:46:06
09:31:09,11.64,0.01,2916,3394302,买盘,002208,2025-10-17 22:46:06
09:31:12,11.6,-0.04,4702,5454378,卖盘,002208,2025-10-17 22:46:06
09:31:15,11.51,-0.09,3918,4513104,卖盘,002208,2025-10-17 22:46:06
09:31:18,11.42,-0.09,4744,5430392,卖盘,002208,2025-10-17 22:46:06
09:31:21,11.37,-0.05,2306,2622353,卖盘,002208,2025-10-17 22:46:06
09:31:24,11.39,0.02,2847,3229944,买盘,002208,2025-10-17 22:46:06
09:31:27,11.4,0.01,2407,2741025,买盘,002208,2025-10-17 22:46:06
09:31:30,11.4,0.0,3292,3762142,卖盘,002208,2025-10-17 22:46:06
09:31:33,11.49,0.09,5492,6276324,中性盘,002208,2025-10-17 22:46:06
