时间,成交价,价格变动,成交量,成交额,买卖盘性质,股票代码,采集时间
09:25:03,6.03,0.0,136238,82151514,卖盘,601212,2025-10-17 22:45:13
09:30:00,6.08,0.05,7352,4446412,买盘,601212,2025-10-17 22:45:13
09:30:03,6.05,-0.03,10075,6101587,卖盘,601212,2025-10-17 22:45:13
09:30:06,6.05,0.0,17181,10408317,卖盘,601212,2025-10-17 22:45:13
09:30:09,6.06,0.01,17745,10755446,中性盘,601212,2025-10-17 22:45:13
09:30:12,6.09,0.03,9947,6039696,买盘,601212,2025-10-17 22:45:13
09:30:15,6.1,0.01,14048,8535065,买盘,601212,2025-10-17 22:45:13
09:30:18,6.08,-0.02,13740,8332782,买盘,601212,2025-10-17 22:45:13
09:30:21,6.11,0.03,15705,9573834,买盘,601212,2025-10-17 22:45:13
09:30:24,6.13,0.02,10591,6472377,买盘,601212,2025-10-17 22:45:13
09:30:27,6.11,-0.02,25520,15577384,中性盘,601212,2025-10-17 22:45:13
09:30:30,6.1,-0.01,18148,11076977,卖盘,601212,2025-10-17 22:45:13
09:30:33,6.12,0.02,24049,14698456,买盘,601212,2025-10-17 22:45:13
09:30:36,6.13,0.01,20025,12267196,卖盘,601212,2025-10-17 22:45:13
09:30:39,6.12,-0.01,27555,16866701,卖盘,601212,2025-10-17 22:45:13
09:30:42,6.12,0.0,32454,19836554,买盘,601212,2025-10-17 22:45:13
09:30:45,6.11,-0.01,25319,15514818,卖盘,601212,2025-10-17 22:45:13
09:30:48,6.12,0.01,26845,16425330,买盘,601212,2025-10-17 22:45:13
09:30:51,6.14,0.02,24228,14813207,买盘,601212,2025-10-17 22:45:13
09:30:54,6.14,0.0,13329,8193338,买盘,601212,2025-10-17 22:45:13
09:30:57,6.16,0.02,9257,5687333,买盘,601212,2025-10-17 22:45:13
09:31:00,6.17,0.01,9002,5541684,买盘,601212,2025-10-17 22:45:13
09:31:03,6.18,0.01,25117,15473011,买盘,601212,2025-10-17 22:45:13
09:31:06,6.19,0.01,14663,9057654,买盘,601212,2025-10-17 22:45:13
09:31:09,6.2,0.01,20203,12505682,买盘,601212,2025-10-17 22:45:13
09:31:12,6.2,0.0,24150,14962625,买盘,601212,2025-10-17 22:45:13
09:31:15,6.23,0.03,11391,7071702,买盘,601212,2025-10-17 22:45:13
09:31:18,6.23,0.0,6875,4277243,买盘,601212,2025-10-17 22:45:13
09:31:21,6.25,0.02,15799,9839866,买盘,601212,2025-10-17 22:45:13
09:31:24,6.25,0.0,13332,8324312,买盘,601212,2025-10-17 22:45:13
09:31:27,6.26,0.01,25748,16089148,买盘,601212,2025-10-17 22:45:13
09:31:30,6.27,0.01,9820,6145431,买盘,601212,2025-10-17 22:45:13
09:31:33,6.29,0.02,9673,6071073,买盘,601212,2025-10-17 22:45:13
09:31:36,6.29,0.0,8236,5181884,买盘,601212,2025-10-17 22:45:13
09:31:39,6.3,0.01,14246,8965229,买盘,601212,2025-10-17 22:45:13
09:31:42,6.31,0.01,11416,7205223,中性盘,601212,2025-10-17 22:45:13
