时间,成交价,价格变动,成交量,成交额,买卖盘性质,股票代码,采集时间
09:25:00,18.7,0.0,34338,64212060,卖盘,002552,2025-10-17 22:55:06
09:30:00,18.7,0.0,10744,20091280,卖盘,002552,2025-10-17 22:55:06
09:30:03,18.7,0.0,7775,14539250,卖盘,002552,2025-10-17 22:55:06
09:30:06,18.7,0.0,1320,2468400,卖盘,002552,2025-10-17 22:55:06
09:30:09,18.7,0.0,516,964920,卖盘,002552,2025-10-17 22:55:06
09:30:12,18.7,0.0,449,839630,卖盘,002552,2025-10-17 22:55:06
09:30:15,18.7,0.0,131,244970,卖盘,002552,2025-10-17 22:55:06
09:30:18,18.7,0.0,179,334730,卖盘,002552,2025-10-17 22:55:06
09:30:21,18.7,0.0,327,611490,卖盘,002552,2025-10-17 22:55:06
09:30:24,18.7,0.0,154,287980,卖盘,002552,2025-10-17 22:55:06
09:30:27,18.7,0.0,114,213180,卖盘,002552,2025-10-17 22:55:06
09:30:30,18.7,0.0,186,347820,卖盘,002552,2025-10-17 22:55:06
09:30:33,18.7,0.0,390,729300,卖盘,002552,2025-10-17 22:55:06
09:30:36,18.7,0.0,52,97240,卖盘,002552,2025-10-17 22:55:06
09:30:39,18.7,0.0,85,158950,卖盘,002552,2025-10-17 22:55:06
09:30:42,18.7,0.0,57,106590,卖盘,002552,2025-10-17 22:55:06
09:30:45,18.7,0.0,69,129030,卖盘,002552,2025-10-17 22:55:06
09:30:48,18.7,0.0,107,200090,卖盘,002552,2025-10-17 22:55:06
09:30:51,18.7,0.0,303,566610,卖盘,002552,2025-10-17 22:55:06
09:30:54,18.7,0.0,48,89760,卖盘,002552,2025-10-17 22:55:06
09:30:57,18.7,0.0,142,265540,卖盘,002552,2025-10-17 22:55:06
09:31:00,18.7,0.0,10,18700,卖盘,002552,2025-10-17 22:55:06
09:31:03,18.7,0.0,33,61710,卖盘,002552,2025-10-17 22:55:06
09:31:06,18.7,0.0,50,93500,卖盘,002552,2025-10-17 22:55:06
09:31:09,18.7,0.0,128,239360,卖盘,002552,2025-10-17 22:55:06
09:31:12,18.7,0.0,383,716210,卖盘,002552,2025-10-17 22:55:06
09:31:15,18.7,0.0,140,261800,卖盘,002552,2025-10-17 22:55:06
09:31:21,18.7,0.0,12,22440,卖盘,002552,2025-10-17 22:55:06
09:31:24,18.7,0.0,569,1064030,卖盘,002552,2025-10-17 22:55:06
09:31:27,18.7,0.0,447,835890,卖盘,002552,2025-10-17 22:55:06
09:31:30,18.7,0.0,187,349690,卖盘,002552,2025-10-17 22:55:06
09:31:33,18.7,0.0,53,99110,卖盘,002552,2025-10-17 22:55:06
09:31:36,18.7,0.0,17,31790,卖盘,002552,2025-10-17 22:55:06
09:31:39,18.7,0.0,36,67320,卖盘,002552,2025-10-17 22:55:06
09:31:42,18.7,0.0,39,72930,卖盘,002552,2025-10-17 22:55:06
09:31:45,18.7,0.0,53,99110,卖盘,002552,2025-10-17 22:55:06
09:31:48,18.7,0.0,47,87890,卖盘,002552,2025-10-17 22:55:06
09:31:51,18.7,0.0,46,86020,卖盘,002552,2025-10-17 22:55:06
09:31:54,18.7,0.0,14,26180,卖盘,002552,2025-10-17 22:55:06
09:32:00,18.7,0.0,25,46750,卖盘,002552,2025-10-17 22:55:06
09:32:03,18.7,0.0,42,78540,卖盘,002552,2025-10-17 22:55:06
09:32:06,18.7,0.0,14,26180,卖盘,002552,2025-10-17 22:55:06
09:32:09,18.7,0.0,20,37400,卖盘,002552,2025-10-17 22:55:06
09:32:12,18.7,0.0,50,93500,卖盘,002552,2025-10-17 22:55:06
09:32:15,18.7,0.0,137,256190,卖盘,002552,2025-10-17 22:55:06
09:32:18,18.7,0.0,5,9350,卖盘,002552,2025-10-17 22:55:06
09:32:21,18.7,0.0,187,349690,卖盘,002552,2025-10-17 22:55:06
09:32:24,18.7,0.0,273,510510,卖盘,002552,2025-10-17 22:55:06
09:32:27,18.7,0.0,100,187000,卖盘,002552,2025-10-17 22:55:06
09:32:33,18.7,0.0,40,74800,卖盘,002552,2025-10-17 22:55:06
09:32:36,18.7,0.0,102,190740,卖盘,002552,2025-10-17 22:55:06
