时间,成交价,价格变动,成交量,成交额,买卖盘性质,股票代码,采集时间
09:25:00,7.55,0.0,232905,175843275,卖盘,002370,2025-10-17 22:54:40
09:30:00,7.53,-0.02,40448,30366696,卖盘,002370,2025-10-17 22:54:40
09:30:03,7.5,-0.03,61017,45909450,中性盘,002370,2025-10-17 22:54:40
09:30:06,7.45,-0.05,5254,3936034,卖盘,002370,2025-10-17 22:54:40
09:30:09,7.45,0.0,16489,12274420,卖盘,002370,2025-10-17 22:54:40
09:30:12,7.41,-0.04,7287,5440346,卖盘,002370,2025-10-17 22:54:40
09:30:15,7.41,0.0,10426,7744204,卖盘,002370,2025-10-17 22:54:40
09:30:18,7.39,-0.02,8119,6017486,卖盘,002370,2025-10-17 22:54:40
09:30:21,7.38,-0.01,4757,3512827,卖盘,002370,2025-10-17 22:54:40
09:30:24,7.36,-0.02,5087,3755532,中性盘,002370,2025-10-17 22:54:40
09:30:27,7.35,-0.01,10646,7836076,卖盘,002370,2025-10-17 22:54:40
09:30:30,7.34,-0.01,18043,13266298,卖盘,002370,2025-10-17 22:54:40
09:30:33,7.34,0.0,11733,8617863,卖盘,002370,2025-10-17 22:54:40
09:30:36,7.33,-0.01,8462,6207728,卖盘,002370,2025-10-17 22:54:40
09:30:39,7.32,-0.01,9981,7313784,卖盘,002370,2025-10-17 22:54:40
09:30:42,7.31,-0.01,8632,6312296,卖盘,002370,2025-10-17 22:54:40
09:30:45,7.3,-0.01,10746,7851434,卖盘,002370,2025-10-17 22:54:40
09:30:48,7.29,-0.01,3088,2253280,卖盘,002370,2025-10-17 22:54:40
09:30:51,7.27,-0.02,4713,3431870,卖盘,002370,2025-10-17 22:54:40
09:30:54,7.26,-0.01,1494,1085793,卖盘,002370,2025-10-17 22:54:40
09:30:57,7.25,-0.01,2083,1511024,卖盘,002370,2025-10-17 22:54:40
09:31:00,7.23,-0.02,2571,1858808,卖盘,002370,2025-10-17 22:54:40
09:31:03,7.22,-0.01,3354,2422225,卖盘,002370,2025-10-17 22:54:40
09:31:06,7.21,-0.01,5070,3654371,卖盘,002370,2025-10-17 22:54:40
09:31:09,7.17,-0.04,9390,6738525,卖盘,002370,2025-10-17 22:54:40
09:31:12,7.18,0.01,9617,6898904,买盘,002370,2025-10-17 22:54:40
09:31:15,7.18,0.0,30831,22169075,买盘,002370,2025-10-17 22:54:40
09:31:18,7.17,-0.01,10496,7545231,卖盘,002370,2025-10-17 22:54:40
09:31:21,7.18,0.01,8682,6228970,买盘,002370,2025-10-17 22:54:40
09:31:24,7.18,0.0,10402,7466010,买盘,002370,2025-10-17 22:54:40
09:31:27,7.17,-0.01,20285,14590528,卖盘,002370,2025-10-17 22:54:40
09:31:30,7.24,0.07,13905,10019960,买盘,002370,2025-10-17 22:54:40
09:31:33,7.19,-0.05,15899,11492799,卖盘,002370,2025-10-17 22:54:40
09:31:36,7.21,0.02,10016,7261599,买盘,002370,2025-10-17 22:54:40
09:31:39,7.21,0.0,1937,1400994,卖盘,002370,2025-10-17 22:54:40
09:31:42,7.28,0.07,2942,2133433,买盘,002370,2025-10-17 22:54:40
09:31:45,7.28,0.0,7152,5194713,买盘,002370,2025-10-17 22:54:40
09:31:48,7.29,0.01,3549,2581141,买盘,002370,2025-10-17 22:54:40
09:31:51,7.31,0.02,16374,11894563,买盘,002370,2025-10-17 22:54:40
09:31:54,7.3,-0.01,3257,2378486,卖盘,002370,2025-10-17 22:54:40
09:31:57,7.32,0.02,6086,4452362,买盘,002370,2025-10-17 22:54:40
09:32:00,7.35,0.03,9480,6952329,买盘,002370,2025-10-17 22:54:40
09:32:03,7.37,0.02,1573,1157747,买盘,002370,2025-10-17 22:54:40
09:32:06,7.37,0.0,1721,1269992,买盘,002370,2025-10-17 22:54:40
