时间,成交价,价格变动,成交量,成交额,买卖盘性质,股票代码,采集时间
09:25:02,13.29,0.0,3065,4073385,卖盘,600000,2025-10-17 22:22:14
09:30:02,13.29,0.0,287,381628,卖盘,600000,2025-10-17 22:22:14
09:30:05,13.27,-0.02,1085,1442604,卖盘,600000,2025-10-17 22:22:14
09:30:08,13.28,0.01,321,426943,中性盘,600000,2025-10-17 22:22:14
09:30:11,13.29,0.01,516,685554,买盘,600000,2025-10-17 22:22:14
09:30:14,13.31,0.02,411,546710,买盘,600000,2025-10-17 22:22:14
09:30:17,13.3,-0.01,597,794060,卖盘,600000,2025-10-17 22:22:14
09:30:20,13.32,0.02,1527,2032035,买盘,600000,2025-10-17 22:22:14
09:30:23,13.32,0.0,749,995975,卖盘,600000,2025-10-17 22:22:14
09:30:26,13.29,-0.03,828,1100330,卖盘,600000,2025-10-17 22:22:14
09:30:29,13.29,0.0,759,1009725,买盘,600000,2025-10-17 22:22:14
09:30:32,13.29,0.0,879,1169340,卖盘,600000,2025-10-17 22:22:14
09:30:35,13.26,-0.03,1994,2648777,卖盘,600000,2025-10-17 22:22:14
09:30:38,13.33,0.07,1775,2354520,买盘,600000,2025-10-17 22:22:14
09:30:41,13.26,-0.07,1224,1627620,卖盘,600000,2025-10-17 22:22:14
09:30:44,13.28,0.02,876,1164197,中性盘,600000,2025-10-17 22:22:14
09:30:47,13.26,-0.02,354,469678,卖盘,600000,2025-10-17 22:22:14
09:30:50,13.25,-0.01,1648,2185467,卖盘,600000,2025-10-17 22:22:14
09:30:53,13.25,0.0,4095,5431693,卖盘,600000,2025-10-17 22:22:14
09:30:56,13.25,0.0,301,399396,买盘,600000,2025-10-17 22:22:14
09:30:59,13.28,0.03,1124,1491392,买盘,600000,2025-10-17 22:22:14
09:31:02,13.3,0.02,868,1153671,买盘,600000,2025-10-17 22:22:14
09:31:05,13.28,-0.02,911,1208315,卖盘,600000,2025-10-17 22:22:14
09:31:08,13.28,0.0,279,370314,买盘,600000,2025-10-17 22:22:14
09:31:11,13.25,-0.03,1338,1773404,卖盘,600000,2025-10-17 22:22:14
09:31:14,13.23,-0.02,1253,1660637,卖盘,600000,2025-10-17 22:22:14
09:31:17,13.22,-0.01,995,1317341,卖盘,600000,2025-10-17 22:22:14
09:31:20,13.21,-0.01,608,804159,卖盘,600000,2025-10-17 22:22:14
09:31:23,13.22,0.01,669,884093,买盘,600000,2025-10-17 22:22:14
09:31:26,13.25,0.03,2020,2671557,买盘,600000,2025-10-17 22:22:14
09:31:29,13.23,-0.02,1073,1419340,卖盘,600000,2025-10-17 22:22:14
09:31:32,13.23,0.0,1800,2380952,卖盘,600000,2025-10-17 22:22:14
09:31:35,13.23,0.0,778,1028782,买盘,600000,2025-10-17 22:22:14
09:31:38,13.2,-0.03,1001,1322432,卖盘,600000,2025-10-17 22:22:14
09:31:41,13.16,-0.04,1765,2326899,卖盘,600000,2025-10-17 22:22:14
09:31:44,13.18,0.02,3398,4474347,买盘,600000,2025-10-17 22:22:14
09:31:47,13.19,0.01,2553,3361546,中性盘,600000,2025-10-17 22:22:14
09:31:50,13.18,-0.01,3877,5104344,卖盘,600000,2025-10-17 22:22:14
09:31:53,13.18,0.0,3951,5198828,买盘,600000,2025-10-17 22:22:14
09:31:56,13.16,-0.02,1086,1427161,中性盘,600000,2025-10-17 22:22:14
09:31:59,13.18,0.02,2087,2743065,买盘,600000,2025-10-17 22:22:14
09:32:02,13.18,0.0,3123,4111914,买盘,600000,2025-10-17 22:22:14
09:32:05,13.15,-0.03,3173,4174841,卖盘,600000,2025-10-17 22:22:14
09:32:08,13.14,-0.01,2018,2650561,卖盘,600000,2025-10-17 22:22:14
09:32:11,13.16,0.02,3403,4472850,买盘,600000,2025-10-17 22:22:14
09:32:14,13.16,0.0,427,561815,买盘,600000,2025-10-17 22:22:14
09:32:17,13.17,0.01,330,434399,买盘,600000,2025-10-17 22:22:14
09:32:20,13.18,0.01,596,785333,买盘,600000,2025-10-17 22:22:14
09:32:23,13.19,0.01,1201,1582944,买盘,600000,2025-10-17 22:22:14
09:32:26,13.2,0.01,444,585871,买盘,600000,2025-10-17 22:22:14
09:32:29,13.2,0.0,334,440746,卖盘,600000,2025-10-17 22:22:14
09:32:32,13.19,-0.01,476,628366,卖盘,600000,2025-10-17 22:22:14
09:32:35,13.2,0.01,561,740777,买盘,600000,2025-10-17 22:22:14
09:32:38,13.19,-0.01,78,102901,卖盘,600000,2025-10-17 22:22:14
09:32:41,13.19,0.0,171,225937,卖盘,600000,2025-10-17 22:22:14
09:32:44,13.18,-0.01,198,260676,卖盘,600000,2025-10-17 22:22:14
09:32:47,13.18,0.0,556,732655,买盘,600000,2025-10-17 22:22:14
09:32:50,13.18,0.0,130,171365,卖盘,600000,2025-10-17 22:22:14
09:32:53,13.18,0.0,188,247784,卖盘,600000,2025-10-17 22:22:14
