时间,成交价,价格变动,成交量,成交额,买卖盘性质,股票代码,采集时间
09:25:00,7.13,0.29,117509,83784067,买盘,000572,2025-10-17 22:56:41
09:30:00,7.18,0.05,33681,24186532,买盘,000572,2025-10-17 22:56:41
09:30:03,7.25,0.07,52678,38049512,买盘,000572,2025-10-17 22:56:41
09:30:06,7.34,0.09,14154,10334125,买盘,000572,2025-10-17 22:56:41
09:30:09,7.34,0.0,9382,6899180,买盘,000572,2025-10-17 22:56:41
09:30:12,7.39,0.05,14822,10908168,买盘,000572,2025-10-17 22:56:41
09:30:15,7.39,0.0,24617,18179776,买盘,000572,2025-10-17 22:56:41
09:30:18,7.39,0.0,20646,15216889,买盘,000572,2025-10-17 22:56:41
09:30:21,7.36,-0.03,25122,18555656,卖盘,000572,2025-10-17 22:56:41
09:30:24,7.3,-0.06,15387,11283478,卖盘,000572,2025-10-17 22:56:41
09:30:27,7.24,-0.06,15945,11609825,卖盘,000572,2025-10-17 22:56:41
09:30:30,7.29,0.05,18364,13370619,买盘,000572,2025-10-17 22:56:41
09:30:33,7.31,0.02,23364,17112293,买盘,000572,2025-10-17 22:56:41
09:30:36,7.38,0.07,18072,13273520,买盘,000572,2025-10-17 22:56:41
09:30:39,7.44,0.06,20050,14831721,买盘,000572,2025-10-17 22:56:41
09:30:42,7.44,0.0,5445,4046379,买盘,000572,2025-10-17 22:56:41
09:30:45,7.42,-0.02,17274,12812471,卖盘,000572,2025-10-17 22:56:41
09:30:48,7.42,0.0,15268,11309772,买盘,000572,2025-10-17 22:56:41
09:30:51,7.39,-0.03,17632,13019744,中性盘,000572,2025-10-17 22:56:41
09:30:54,7.38,-0.01,11645,8556880,买盘,000572,2025-10-17 22:56:41
09:30:57,7.35,-0.03,9000,6612529,中性盘,000572,2025-10-17 22:56:41
09:31:00,7.38,0.03,9050,6659492,买盘,000572,2025-10-17 22:56:41
09:31:03,7.34,-0.04,14262,10488611,卖盘,000572,2025-10-17 22:56:41
09:31:06,7.35,0.01,7213,5308015,买盘,000572,2025-10-17 22:56:41
09:31:09,7.37,0.02,9579,7054661,买盘,000572,2025-10-17 22:56:41
09:31:12,7.39,0.02,9142,6737831,买盘,000572,2025-10-17 22:56:41
09:31:15,7.45,0.06,11835,8779483,买盘,000572,2025-10-17 22:56:41
09:31:18,7.45,0.0,5340,3977914,买盘,000572,2025-10-17 22:56:41
09:31:21,7.47,0.02,12885,9628419,买盘,000572,2025-10-17 22:56:41
09:31:24,7.48,0.01,7509,5629019,中性盘,000572,2025-10-17 22:56:41
09:31:27,7.53,0.05,2504,1885851,买盘,000572,2025-10-17 22:56:41
09:31:30,7.58,0.05,7176,5403529,买盘,000572,2025-10-17 22:56:41
09:31:33,7.54,-0.04,9930,7494720,中性盘,000572,2025-10-17 22:56:41
09:31:36,7.55,0.01,24723,18781173,买盘,000572,2025-10-17 22:56:41
09:31:39,7.59,0.04,8424,6357134,买盘,000572,2025-10-17 22:56:41
09:31:42,7.65,0.06,6270,4756111,买盘,000572,2025-10-17 22:56:41
09:31:45,7.63,-0.02,7137,5441937,中性盘,000572,2025-10-17 22:56:41
09:31:48,7.6,-0.03,21903,16724664,卖盘,000572,2025-10-17 22:56:41
09:31:51,7.62,0.02,21763,16506054,买盘,000572,2025-10-17 22:56:41
09:31:54,7.65,0.03,10721,8175267,买盘,000572,2025-10-17 22:56:41
09:31:57,7.65,0.0,4560,3486192,买盘,000572,2025-10-17 22:56:41
09:32:00,7.66,0.01,16804,12888100,中性盘,000572,2025-10-17 22:56:41
09:32:03,7.68,0.02,4513,3471644,卖盘,000572,2025-10-17 22:56:41
09:32:06,7.7,0.02,5977,4590555,买盘,000572,2025-10-17 22:56:41
09:32:09,7.68,-0.02,6084,4657335,卖盘,000572,2025-10-17 22:56:41
09:32:12,7.64,-0.04,9643,7392595,卖盘,000572,2025-10-17 22:56:41
09:32:15,7.66,0.02,18706,14350205,买盘,000572,2025-10-17 22:56:41
09:32:18,7.67,0.01,5594,4283972,中性盘,000572,2025-10-17 22:56:41
09:32:21,7.67,0.0,6879,5279953,卖盘,000572,2025-10-17 22:56:41
09:32:24,7.67,0.0,7160,5498409,卖盘,000572,2025-10-17 22:56:41
09:32:27,7.66,-0.01,4028,3088501,卖盘,000572,2025-10-17 22:56:41
09:32:30,7.62,-0.04,7120,5452770,卖盘,000572,2025-10-17 22:56:41
09:32:33,7.62,0.0,20524,15616429,卖盘,000572,2025-10-17 22:56:41
09:32:36,7.6,-0.02,3241,2460613,卖盘,000572,2025-10-17 22:56:41
09:32:39,7.62,0.02,11954,9099710,买盘,000572,2025-10-17 22:56:41
09:32:42,7.67,0.05,17453,13322158,买盘,000572,2025-10-17 22:56:41
09:32:45,7.68,0.01,6494,4972102,买盘,000572,2025-10-17 22:56:41
09:32:48,7.68,0.0,7372,5676357,买盘,000572,2025-10-17 22:56:41
09:32:51,7.72,0.04,5268,4058654,买盘,000572,2025-10-17 22:56:41
09:32:54,7.7,-0.02,7424,5715627,卖盘,000572,2025-10-17 22:56:41
09:32:57,7.74,0.04,4135,3188542,买盘,000572,2025-10-17 22:56:41
09:33:00,7.74,0.0,5373,4145771,买盘,000572,2025-10-17 22:56:41
09:33:03,7.73,-0.01,7185,5547889,中性盘,000572,2025-10-17 22:56:41
09:33:06,7.71,-0.02,3968,3061176,卖盘,000572,2025-10-17 22:56:41
09:33:09,7.7,-0.01,3868,2976202,卖盘,000572,2025-10-17 22:56:41
09:33:12,7.67,-0.03,6236,4779228,卖盘,000572,2025-10-17 22:56:41
09:33:15,7.63,-0.04,4167,3181874,卖盘,000572,2025-10-17 22:56:41
09:33:18,7.62,-0.01,4049,3084512,卖盘,000572,2025-10-17 22:56:41
09:33:21,7.56,-0.06,6941,5253516,卖盘,000572,2025-10-17 22:56:41
09:33:24,7.53,-0.03,5182,3910767,卖盘,000572,2025-10-17 22:56:41
09:33:27,7.51,-0.02,10670,8047839,卖盘,000572,2025-10-17 22:56:41
09:33:30,7.51,0.0,6615,4973994,卖盘,000572,2025-10-17 22:56:41
09:33:33,7.52,0.01,6412,4820705,买盘,000572,2025-10-17 22:56:41
09:33:36,7.56,0.04,3615,2726151,买盘,000572,2025-10-17 22:56:41
09:33:39,7.63,0.07,9903,7520428,买盘,000572,2025-10-17 22:56:41
09:33:42,7.64,0.01,4426,3382833,买盘,000572,2025-10-17 22:56:41
09:33:45,7.7,0.06,5073,3886930,买盘,000572,2025-10-17 22:56:41
09:33:48,7.69,-0.01,9143,6990183,卖盘,000572,2025-10-17 22:56:41
09:33:51,7.64,-0.05,3341,2562114,中性盘,000572,2025-10-17 22:56:41
09:33:54,7.63,-0.01,2358,1806793,卖盘,000572,2025-10-17 22:56:41
09:33:57,7.63,0.0,3479,2657686,卖盘,000572,2025-10-17 22:56:41
09:34:00,7.62,-0.01,3056,2328506,中性盘,000572,2025-10-17 22:56:41
09:34:03,7.61,-0.01,2231,1699821,买盘,000572,2025-10-17 22:56:41
09:34:06,7.6,-0.01,3667,2787588,中性盘,000572,2025-10-17 22:56:41
09:34:09,7.59,-0.01,4360,3305718,中性盘,000572,2025-10-17 22:56:41
09:34:12,7.57,-0.02,1492,1130542,卖盘,000572,2025-10-17 22:56:41
09:34:15,7.56,-0.01,1776,1344719,卖盘,000572,2025-10-17 22:56:41
09:34:18,7.57,0.01,3036,2297165,买盘,000572,2025-10-17 22:56:41
